epoch,loss,val_loss
0,0.05271877782344818,0.04519302636384964
1,0.03880449669957161,0.03458598202466965
2,0.026749140310287474,0.026757863074541092
3,0.021297635647654533,0.02069093331694603
4,0.019560475766658782,0.019356736406683922
5,0.018686805143952368,0.019191505298018455
6,0.01784443981051445,0.01793149361014366
7,0.017146594993770123,0.01717910397052765
8,0.016286589494347574,0.01621517738699913
9,0.015373238399624824,0.015194649532437324
10,0.014296241894364356,0.017786216497421264
11,0.014336394387483596,0.013507478430867196
12,0.01283482466340065,0.013145985499024392
13,0.012480118495225906,0.013236608281731605
14,0.012288466691970826,0.012625981099903583
15,0.011881605473160743,0.0125313718020916
16,0.01164030756354332,0.011852961711585522
17,0.01147643422484398,0.011856226801872254
18,0.011270295369625092,0.012147617027163505
19,0.011036910796165466,0.011394613139331341
20,0.010775510291010142,0.011117230668663979
21,0.010623367315530777,0.010900960579514504
22,0.01052104171216488,0.011695894531905652
23,0.010374368709325791,0.011666606411337852
24,0.010241491794586182,0.010555744118988514
25,0.009997126743197441,0.010376802906394004
26,0.009959972822666169,0.010181880123913288
27,0.009664952430129051,0.010539409920573235
28,0.009604147604107856,0.010294689759612084
29,0.009524231426417827,0.009784560009837151
30,0.009293662181496621,0.00988242594152689
31,0.009213516235351563,0.009622065126895904
32,0.00908340045362711,0.010531552776694297
33,0.00911925823688507,0.009391106352210046
34,0.008967762205004693,0.009368912853300571
35,0.008877871531248093,0.00921618439257145
36,0.008751819258928298,0.009345536202192306
37,0.00878959461003542,0.009492022506892682
38,0.008650311529636382,0.009238468900322915
39,0.008629320318251848,0.009030075266957283
40,0.008630904938280582,0.009773048236966134
41,0.008667756146937608,0.008942906960844994
42,0.008376113778352737,0.00874469267576933
43,0.00831383252814412,0.008841965727508068
44,0.008330468517541885,0.008705784782767297
45,0.008258071720600129,0.00876966018974781
46,0.008208465778827667,0.00863827796280384
47,0.008155252368748188,0.008635814294219018
48,0.008158901011198759,0.008488312028348446
49,0.00802108146250248,0.008416198179125785
50,0.008051715975999832,0.009187206782400608
51,0.008033258940279484,0.008508119031786918
52,0.007934680870175362,0.008547418937087058
53,0.007917318665981292,0.008362757116556168
54,0.00786861893236637,0.00909790639579296
55,0.007819383557140827,0.00823525509238243
56,0.007813350260257722,0.00841168648004532
57,0.007732684451341629,0.00826555848121643
58,0.007686526715755463,0.008277210310101509
59,0.007665995948761701,0.008052212215960025
60,0.007579480183124542,0.00819173376262188
61,0.0076049615249037745,0.008019177373498679
62,0.007564401380717754,0.007925870209932327
63,0.007660769519209862,0.007842842556536198
64,0.007384019973129034,0.008459659129381179
65,0.007477504254877567,0.007851845853030682
66,0.007401726125180722,0.007858989097177983
67,0.007366287277638912,0.007928792241960764
68,0.0074092743299901485,0.007802343644201756
69,0.007283849638700485,0.00818626170605421
70,0.007317259596288204,0.007807263098657131
71,0.007312792730331421,0.007799195080995559
72,0.007239302305132151,0.007740026958286762
73,0.007155506923794746,0.007587210718542337
74,0.007242906337976455,0.007657813370227814
75,0.007067839112132788,0.007472715470939874
76,0.007116929297149181,0.0074454772099852564
77,0.007014213159680366,0.007541143655776977
78,0.006931593087315559,0.007562889277935028
79,0.006945363278687,0.007660441394895315
80,0.006801065717637539,0.007186583042144775
81,0.006744330790638924,0.007094285104423761
82,0.006679891632497311,0.007118159886449576
83,0.00663561782091856,0.007103961940854788
84,0.006512924727797508,0.006968508832156658
85,0.006549104183912277,0.006986670788377523
86,0.006530304504185915,0.007245400704443455
87,0.006583216626942158,0.006914658583700657
88,0.006440113044530153,0.007175905115902424
89,0.006482348021864891,0.0069299454353749755
90,0.006433539496362209,0.007036796484142542
91,0.006283918105065823,0.006846839271485806
92,0.006280571467429399,0.006738298453390599
93,0.00637800288721919,0.006770338349044323
94,0.006242103129625321,0.006652248825877905
95,0.0062485199660062786,0.006894085973501205
96,0.006329973016679287,0.007346729569137097
97,0.006243514887988568,0.0068490376137197015
